iter	Logloss
296	0.5102440687
297	0.5100832822
298	0.5099075768
299	0.5096891579
300	0.5095864398
301	0.5094009644
302	0.5090407982
303	0.5088130257
304	0.508583913
305	0.5084294981
306	0.5082400336
307	0.508096449
308	0.5079985862
309	0.5078572797
310	0.5077285255
311	0.5075377135
312	0.5073315793
313	0.5070147145
314	0.5068514309
315	0.5066685084
316	0.5065063859
317	0.5063213424
318	0.5062199218
319	0.5060030055
320	0.505831261
321	0.5055426864
322	0.5052659583
323	0.5050809737
324	0.5048516589
325	0.5045750313
326	0.5043928902
327	0.5042171569
328	0.5039967866
329	0.5037946729
330	0.5035827061
331	0.5034616601
332	0.5032698762
333	0.5031259295
334	0.5029071101
335	0.5027466279
336	0.5026144428
337	0.5024311169
338	0.5022562911
339	0.5020399461
340	0.5018674297
341	0.5016868232
342	0.5015744593
343	0.5014162249
344	0.5011218488
345	0.5008986445
346	0.5007282818
347	0.5005260767
348	0.5003217583
349	0.5001609772
350	0.4999452789
351	0.4997360024
352	0.4995132421
353	0.4992919603
354	0.4991620623
355	0.4989055584
356	0.4986978721
357	0.4985698183
358	0.4983355634
359	0.4980835788
360	0.4977977887
361	0.4976118029
362	0.4974691835
363	0.4972716824
364	0.4971282276
365	0.4969660985
366	0.4968042996
367	0.4965502963
368	0.4963202239
369	0.496120245
370	0.4958476766
371	0.4956989674
372	0.4954385713
373	0.4952792826
374	0.4950813902
375	0.4948851582
376	0.4947255124
377	0.4945115584
378	0.4941687895
379	0.4940338431
380	0.4937792718
381	0.4936036258
382	0.4934459598
383	0.4932674679
384	0.4931260111
385	0.4928872354
386	0.4926678212
387	0.4924213096
388	0.4922114209
389	0.4919627732
390	0.4917591465
391	0.4916034978
392	0.4913814899
393	0.4910961019
394	0.4908086324
395	0.4906253804
396	0.4904056266
397	0.4901777724
398	0.4900354243
399	0.4898282322
400	0.4895436795
401	0.4892970206
402	0.4890710985
403	0.4887843939
404	0.4885745286
405	0.488342916
406	0.4882131018
407	0.4878676597
408	0.4877356017
409	0.4875253838
410	0.4872281429
411	0.487088117
412	0.486913002
413	0.4867289572
414	0.4865098573
415	0.4863155065
416	0.4860953412
417	0.485833577
418	0.4856262948
419	0.4853837874
420	0.4852923977
421	0.4851664059
422	0.4849058026
423	0.4847137247
424	0.4845484739
425	0.4843611272
426	0.484087439
427	0.4839766243
428	0.4838204902
429	0.4835736537
430	0.4833927758
431	0.4831740996
432	0.4830120841
433	0.4828568863
434	0.482693353
435	0.4825410736
436	0.482352326
437	0.4821703016
438	0.4819153306
439	0.4817156065
440	0.4815688566
441	0.4813778989
442	0.4811618323
443	0.4808787997
444	0.4807360688
445	0.4805724077
446	0.4803848
447	0.4801453329
448	0.4799552903
449	0.4797068051
450	0.4795315552
451	0.4793358461
452	0.4791282012
453	0.4789003179
454	0.478653022
455	0.4784486386
456	0.4782737729
457	0.4780407943
458	0.4779053968
459	0.4777612921
460	0.4775778166
461	0.4774203297
462	0.4773159795
463	0.4770340645
464	0.4768665689
465	0.4767615798
466	0.4766275282
467	0.4764005047
468	0.4762849913
469	0.4761233755
470	0.4759260081
471	0.4757337472
472	0.4755349809
473	0.4753437286
474	0.4751313601
475	0.4749554334
476	0.4748177618
477	0.4746914222
478	0.4745564813
479	0.4744224898
480	0.4742769134
481	0.4741371729
482	0.4739073274
483	0.4737305024
484	0.4735170304
485	0.4732974736
486	0.4731233044
487	0.4729452717
488	0.472764233
489	0.4726508756
490	0.4724724104
491	0.4723034905
492	0.4720668848
493	0.4719012048
494	0.4717608508
495	0.4715668127
496	0.4713281952
497	0.4710913857
498	0.4709179569
499	0.4707147559
500	0.4704471346
501	0.4702753554
502	0.470079139
503	0.4699125752
504	0.4697387119
505	0.4696021899
506	0.4694219605
507	0.4692121841
508	0.4690249252
509	0.4688827361
510	0.4687346815
511	0.4685555133
512	0.4684299958
513	0.468258485
514	0.4680661073
515	0.4679091865
516	0.4677719595
517	0.4675932278
518	0.4674654004
519	0.4672785179
520	0.4671082783
521	0.466914207
522	0.4667420721
523	0.4666152497
524	0.4664759829
525	0.466305076
526	0.4661157939
527	0.4659991593
528	0.4659030097
529	0.4657830758
530	0.465548291
531	0.4653794359
532	0.4652378956
533	0.4650929997
534	0.464901127
535	0.4647921714
536	0.4646186929
537	0.4643809543
538	0.464199912
539	0.4639923189
540	0.4638996474
541	0.4637593987
542	0.463532887
543	0.4633343015
544	0.4631608624
545	0.463027363
546	0.4629148307
547	0.4627389792
548	0.462589929
549	0.4624226357
550	0.4622281171
551	0.4621027555
552	0.461949971
553	0.4617219202
554	0.4615816935
555	0.4614426153
556	0.4612709856
557	0.4611394645
558	0.4609932754
559	0.4608831527
560	0.4606279344
561	0.4605002267
562	0.4603064053
563	0.4601335551
564	0.4600439365
565	0.459885216
566	0.4597080393
567	0.45961183
568	0.4594670585
569	0.4593424297
570	0.45919251
571	0.4590496195
572	0.4588956705
573	0.4587513152
574	0.4586549213
575	0.4585085371
576	0.4583936674
577	0.458241792
578	0.4581380553
579	0.4579052374
580	0.4577588815
581	0.4576547317
582	0.4574990903
583	0.4573577168
584	0.4572152083
585	0.4570682766
586	0.4569503166
587	0.4567652051
588	0.4565867251
589	0.456423377
590	0.4562543051
591	0.4560151356
592	0.4558972885
593	0.4556833976
594	0.4555059885
595	0.4553806541
596	0.4551499444
597	0.4549972913
598	0.454812
599	0.4546558084
600	0.4545345861
601	0.4543638026
602	0.4542013974
603	0.4540377363
604	0.4538810238
605	0.4536730206
606	0.4535088837
607	0.453337417
608	0.4531799684
609	0.4530224641
610	0.4528457347
611	0.4527000451
612	0.4525920947
613	0.4524750229
614	0.4522770911
615	0.4521190027
616	0.4519817592
617	0.4518496388
618	0.4516954811
619	0.4515191269
620	0.4513388588
621	0.4511836087
622	0.4509457114
623	0.4507941502
624	0.4505682592
625	0.4504399903
626	0.4503053823
627	0.4502180987
628	0.4500923818
629	0.4499127491
630	0.4496548788
631	0.4494921631
632	0.4494059935
633	0.4492351842
634	0.4490562897
635	0.448846745
636	0.4486851647
637	0.4485666274
638	0.4484024282
639	0.4481758267
640	0.4480231955
641	0.4477760592
642	0.4476037753
643	0.4474970952
644	0.4473506309
645	0.4471794373
646	0.4470264683
647	0.4468775018
648	0.4466455855
649	0.4465705685
650	0.4464260049
651	0.4462470322
652	0.446080653
653	0.4458729832
654	0.4457301143
655	0.445615696
656	0.4455369763
657	0.4453890277
658	0.4451871305
659	0.4450198228
660	0.4449160002
661	0.444719889
662	0.444576454
663	0.4444020821
664	0.4442781373
665	0.4441093699
666	0.4439410118
667	0.4438275333
668	0.4436997794
669	0.4435406569
670	0.4433176973
671	0.4431818888
672	0.4430397523
673	0.4428386809
674	0.4426156606
675	0.4424035493
676	0.4422837386
677	0.4420355817
678	0.4418806542
679	0.4418046646
680	0.4416840405
681	0.4415789991
682	0.4415091228
683	0.4413948662
684	0.4412856468
685	0.4411558694
686	0.4409917812
687	0.4408429857
688	0.4406442094
689	0.4404700047
690	0.4403373152
691	0.4401989885
692	0.4400293773
693	0.4399226503
694	0.4398018384
695	0.4396712602
696	0.4395480881
697	0.4394095079
698	0.4392242168
699	0.4391130457
700	0.4390194857
701	0.4388994413
702	0.4387179391
703	0.4385697233
704	0.438391768
705	0.4382255091
706	0.438042418
707	0.4379374163
708	0.4377778592
709	0.4376366569
710	0.4374484475
711	0.4372128059
712	0.4371090176
713	0.4369410979
714	0.436858935
715	0.4367553344
716	0.4366026895
717	0.4364536871
718	0.4363480475
719	0.4362180826
720	0.4360454635
721	0.4359896541
722	0.4359174573
723	0.4357752642
724	0.435676585
725	0.4355023451
726	0.4353852685
727	0.4352132193
728	0.4350406979
729	0.4348308498
730	0.4346531373
731	0.4344996559
732	0.4343853445
733	0.4342526476
734	0.4341186167
735	0.433959249
736	0.4338029357
737	0.4336545117
738	0.4335585997
739	0.4333991317
740	0.4332835655
741	0.4331722735
742	0.4329846903
743	0.4328249927
744	0.4326683178
745	0.4325337784
746	0.4324003487
747	0.4322669742
748	0.432159977
749	0.4320654124
750	0.4319324906
751	0.4317310938
752	0.4316138956
753	0.4314694548
754	0.4313722708
755	0.4312635617
756	0.4311311747
757	0.4309885918
758	0.4308331936
759	0.4306973979
760	0.4304721191
761	0.4303397102
762	0.43020561
763	0.4300616865
764	0.4299680858
765	0.4299153302
766	0.4296921701
767	0.4295884185
768	0.429445263
769	0.4293429456
770	0.4291998407
771	0.4290474673
772	0.4288862614
773	0.4287993336
774	0.4287007259
775	0.4285726048
776	0.4284572461
777	0.4282906447
778	0.4281406782
779	0.4279946736
780	0.4278425512
781	0.42771755
782	0.4275950197
783	0.4275145185
784	0.4273518331
785	0.4272229015
786	0.4271337863
787	0.4269830068
788	0.4268902341
789	0.4267441941
790	0.4265693386
791	0.4264520001
792	0.4262835148
793	0.4261641866
794	0.4260701946
795	0.4259714773
796	0.4258097552
797	0.4256548369
798	0.425482426
799	0.4253592652
800	0.4252008764
801	0.4250953495
802	0.4249830207
803	0.4248408429
804	0.4247270612
805	0.4246080271
806	0.4244491304
807	0.4243560766
808	0.4241858209
809	0.4240526085
810	0.4239032899
811	0.4236891974
812	0.4235178715
813	0.423358935
814	0.4232094902
815	0.4230484269
816	0.4229225137
817	0.422807202
818	0.4226768605
819	0.4225891869
820	0.4224786399
821	0.4223966167
822	0.4222455016
823	0.4221415163
824	0.4220389578
825	0.4219166691
826	0.4218988084
827	0.4217914234
828	0.4216808216
829	0.4215545431
830	0.4214243479
831	0.4212590063
832	0.4210544158
833	0.4209198312
834	0.4207459567
835	0.4206544052
836	0.4205193791
837	0.4203584736
838	0.4202394108
839	0.4200924763
840	0.4199796908
841	0.4198307548
842	0.4197300377
843	0.4197121305
844	0.4195639265
845	0.4193771713
846	0.4192296945
847	0.4190996229
848	0.4189758455
849	0.4188296859
850	0.4187582446
851	0.4186835694
852	0.4185804073
853	0.4184760277
854	0.418355911
855	0.4181913353
856	0.4180174968
857	0.4178671258
858	0.4177708889
859	0.4176012309
860	0.417455735
861	0.4173433964
862	0.4171738364
863	0.4169554298
864	0.4168408525
865	0.4166733122
866	0.4165312993
867	0.4163741104
868	0.416281122
869	0.416143987
870	0.4159847538
871	0.4158572399
872	0.4157607731
873	0.4156252646
874	0.4154709124
875	0.4153511535
876	0.415160516
877	0.4150515696
878	0.4148734547
879	0.414779736
880	0.4146447605
881	0.4145259842
882	0.4143826587
883	0.4142174063
884	0.414098362
885	0.4139882536
886	0.4138721008
887	0.4137583918
888	0.4136850924
889	0.4134925295
890	0.4134082442
891	0.41323468
892	0.4131116134
893	0.4129826813
894	0.4127978872
895	0.4126503047
896	0.4124809424
897	0.412348059
898	0.4122648417
899	0.4121103103
900	0.41200452
901	0.4119010918
902	0.4117646261
903	0.4116444593
904	0.4114653565
905	0.4113770482
906	0.4112955341
907	0.41116737
908	0.411055012
909	0.4109637624
910	0.410813292
911	0.4106380416
912	0.4105149511
913	0.4104515737
914	0.4103526619
915	0.4102382235
916	0.4100403373
917	0.4099782468
918	0.4098278
919	0.4097296634
920	0.4095549939
921	0.4094012774
922	0.4092722273
923	0.4091459783
924	0.409058355
925	0.4090368431
926	0.4088673042
927	0.4088093877
928	0.4087044387
929	0.4085495148
930	0.4084565257
931	0.4082400718
932	0.4081129933
933	0.4079425587
934	0.4078153229
935	0.4077143762
936	0.4076148195
937	0.4075176447
938	0.407375075
939	0.4072782195
940	0.4071480529
941	0.4070485079
942	0.4069088425
943	0.4067859444
944	0.4066515869
945	0.406583533
946	0.4064526251
947	0.406373876
948	0.40624359
949	0.4061273527
950	0.4059248737
951	0.4057994174
952	0.4056766717
953	0.405588543
954	0.4054442447
955	0.4053214473
956	0.4051982121
957	0.4051243093
958	0.4050046888
959	0.4049213421
960	0.4047948431
961	0.4046766331
962	0.4045387921
963	0.4043886202
964	0.4042888951
965	0.4042285707
966	0.4040202329
967	0.4038943525
968	0.4038250781
969	0.4036847228
970	0.4035623989
971	0.403433277
972	0.403294672
973	0.4031603633
974	0.403030402
975	0.4029590552
976	0.4027990797
977	0.4027636377
978	0.4026537346
979	0.402462619
980	0.4023492436
981	0.4022679294
982	0.4021684704
983	0.4020365927
984	0.4019303168
985	0.401829282
986	0.4016722135
987	0.4015726454
988	0.4014405505
989	0.4013680914
990	0.4012363264
991	0.4010440399
992	0.4009155701
993	0.4007477969
994	0.4006144288
995	0.4004228145
996	0.4002740188
997	0.4001504112
998	0.4000418267
999	0.3998616
